measure,location,sex,age,metric,year,val,upper,lower
Life expectancy,European Region,Both,65-69 years,Years,2017,18.591745540695637,18.646498474680342,18.535221498037487
Life expectancy,European Region,Both,65-69 years,Years,2018,18.671804965222528,18.742153381437166,18.598923805120016
Life expectancy,European Region,Both,65-69 years,Years,2019,18.820142107602614,18.90562849755922,18.72888082163525
Life expectancy,European Region,Both,65-69 years,Years,2020,17.878165382507405,17.97081605302086,17.77571181493565
Life expectancy,European Region,Both,65-69 years,Years,2021,17.43825546782796,17.565371518961896,17.29651603739365
Life expectancy,European Region,Both,70-74 years,Years,2010,14.198125323119331,14.222890572925099,14.171972664195764
Life expectancy,European Region,Both,70-74 years,Years,2011,14.39434847761896,14.41998226711328,14.368939567047798
Life expectancy,European Region,Both,70-74 years,Years,2012,14.482642735662827,14.509400298641395,14.454275279565223
Life expectancy,European Region,Both,70-74 years,Years,2013,14.632702779709845,14.661398817566825,14.602718375475092
Life expectancy,European Region,Both,70-74 years,Years,2014,14.757841139865898,14.788164859499807,14.725717949874543
Life expectancy,European Region,Both,70-74 years,Years,2015,14.788566414874575,14.81879346570213,14.758386179598881
Life expectancy,European Region,Both,70-74 years,Years,2016,14.892424665217796,14.924936902148378,14.859773694108194
Life expectancy,European Region,Both,70-74 years,Years,2017,15.019060840607457,15.065066334331096,14.971434527297902
Life expectancy,European Region,Both,70-74 years,Years,2018,15.110047550156636,15.169423310100298,15.05026153140481
Life expectancy,European Region,Both,70-74 years,Years,2019,15.251891070109373,15.323783885064811,15.175926564565657
Life expectancy,European Region,Both,70-74 years,Years,2020,14.440049316536927,14.51621421454128,14.355179736012397
Life expectancy,European Region,Both,70-74 years,Years,2021,14.115813908423483,14.221468769135122,13.99582266304684
Life expectancy,European Region,Both,75-79 years,Years,2010,11.066143757341637,11.086584877575405,11.044743970633442
Life expectancy,European Region,Both,75-79 years,Years,2011,11.217347085816792,11.23813854267559,11.196949585525717
Life expectancy,European Region,Both,75-79 years,Years,2012,11.272308667462479,11.293842647499472,11.24962887202304
Life expectancy,European Region,Both,75-79 years,Years,2013,11.37501549373511,11.397965392377436,11.35166965389827
Life expectancy,European Region,Both,75-79 years,Years,2014,11.45867581781251,11.482794763001419,11.434036405134432
Life expectancy,African Region,Both,0-6 days,Years,2010,59.539827491879976,60.63626392840684,58.41077317227492
Life expectancy,African Region,Both,0-6 days,Years,2011,60.23042140386372,61.3617401648774,59.01315814580551
Life expectancy,African Region,Both,0-6 days,Years,2012,60.89816195459949,62.11497324341834,59.718524995992176
Life expectancy,African Region,Both,0-6 days,Years,2013,61.48461286272909,62.6902166785471,60.24306294372019
Life expectancy,African Region,Both,0-6 days,Years,2014,61.9685661484165,63.24846804532158,60.6747060211697
Life expectancy,African Region,Both,0-6 days,Years,2015,62.509108761600885,63.84911676807863,61.102684057137445
Life expectancy,African Region,Both,0-6 days,Years,2016,63.019520770673275,64.43410606313039,61.48990599203333
Life expectancy,African Region,Both,0-6 days,Years,2017,63.585566321957536,65.05045372203486,61.96490258312906
Life expectancy,African Region,Both,0-6 days,Years,2018,64.10354181905616,65.61914823157964,62.35684270850852
Life expectancy,African Region,Both,0-6 days,Years,2019,64.57650780432051,66.03943984834636,62.85703100906716
Life expectancy,African Region,Both,0-6 days,Years,2020,63.030965449405315,64.53334261736406,61.28934325726105
Life expectancy,African Region,Both,0-6 days,Years,2021,61.94582310102991,63.34577380697224,60.224084570730994
Life expectancy,African Region,Both,7-27 days,Years,2010,61.111853322999394,62.165229946487976,60.03247956274481
Life expectancy,African Region,Both,7-27 days,Years,2011,61.79847672490193,62.85743150861351,60.65527131360314
Life expectancy,African Region,Both,7-27 days,Years,2012,62.46243689309907,63.60950037871323,61.32784743850136
Life expectancy,African Region,Both,7-27 days,Years,2013,63.045195642493425,64.16910288512467,61.89284467611703
Life expectancy,African Region,Both,7-27 days,Years,2014,63.520322424828336,64.72022682999801,62.27587382595445
Life expectancy,African Region,Both,7-27 days,Years,2015,64.0507424791729,65.28804637392912,62.73431294924702
Life expectancy,African Region,Both,7-27 days,Years,2016,64.55444806405215,65.87059900439529,63.16585264054618
Life expectancy,African Region,Both,7-27 days,Years,2017,65.09757979841332,66.46861890295644,63.63011571312011
Life expectancy,African Region,Both,7-27 days,Years,2018,65.59225545047451,66.96357400118926,64.03402943382896
Life expectancy,African Region,Both,7-27 days,Years,2019,66.04161769037104,67.39812325034812,64.44576298547676
Life expectancy,African Region,Both,7-27 days,Years,2020,64.42617021327641,65.80295556569945,62.834130277921034
Life expectancy,African Region,Both,7-27 days,Years,2021,63.285073008081845,64.48854374060058,61.74681625300928
Life expectancy,African Region,Both,5-9 years,Years,2010,61.31019844074683,62.153421516522684,60.4331336114886
Life expectancy,African Region,Both,5-9 years,Years,2011,61.81698976281849,62.71940306908088,60.8589687438464
Life expectancy,African Region,Both,5-9 years,Years,2012,62.31866113221136,63.1792423122223,61.375964919585
Life expectancy,African Region,Both,5-9 years,Years,2013,62.749233514385836,63.602971396730794,61.83524628011098
Life expectancy,African Region,Both,5-9 years,Years,2014,63.06666917670582,64.00771439636736,62.10251539026491
Life expectancy,African Region,Both,5-9 years,Years,2015,63.43908093768706,64.40640653794134,62.40229261673878
Life expectancy,African Region,Both,5-9 years,Years,2016,63.78566638361172,64.72497117881342,62.73191796322935
Life expectancy,African Region,Both,5-9 years,Years,2017,64.11669216082677,65.1304287971025,63.051237276443715
Life expectancy,African Region,Both,5-9 years,Years,2018,64.41489898520545,65.47081150015566,63.237707305590725
Life expectancy,African Region,Both,5-9 years,Years,2019,64.68464120624286,65.73476968065147,63.49531600171065
Life expectancy,African Region,Both,5-9 years,Years,2020,62.81223737217686,63.82349923236954,61.70844438707209
Life expectancy,African Region,Both,5-9 years,Years,2021,61.441199109175415,62.30359772599877,60.407198370935596
Life expectancy,African Region,Both,10-14 years,Years,2010,56.771379865892726,57.60529001012184,55.90964717664788
Life expectancy,African Region,Both,10-14 years,Years,2011,57.26730010037504,58.14847250834432,56.322464091818865
Life expectancy,African Region,Both,10-14 years,Years,2012,57.75851470669541,58.60759563683359,56.82595608432918
Life expectancy,African Region,Both,10-14 years,Years,2013,58.17956443878675,59.010633191024404,57.285459496745766
Life expectancy,African Region,Both,10-14 years,Years,2014,58.487546707229846,59.402173192997694,57.536996966118004
Life expectancy,African Region,Both,10-14 years,Years,2015,58.84593037718691,59.786484565135275,57.83044213527581
Life expectancy,African Region,Both,10-14 years,Years,2016,59.17971600531054,60.09559923718579,58.14126140708353
Life expectancy,African Region,Both,10-14 years,Years,2017,59.49554065056812,60.490872114371825,58.450266328858866
Life expectancy,African Region,Both,10-14 years,Years,2018,59.776978680324866,60.81896113936598,58.621904300530865
Life expectancy,African Region,Both,10-14 years,Years,2019,60.03530136754998,61.07054433317711,58.87154548764747
Life expectancy,African Region,Both,10-14 years,Years,2020,58.141004396109786,59.136104855676365,57.05537907177328
Life expectancy,African Region,Both,10-14 years,Years,2021,56.75058496499236,57.60959172464722,55.749522713696564
Life expectancy,African Region,Both,15-19 years,Years,2010,52.070132070108556,52.88994484278279,51.22359425888934
Life expectancy,African Region,Both,15-19 years,Years,2011,52.559666195579624,53.425345889375485,51.62743120711195
Life expectancy,African Region,Both,15-19 years,Years,2012,53.044502277162266,53.88109252674745,52.12760651313499
Life expectancy,African Region,Both,15-19 years,Years,2013,53.45980000653061,54.2740885243625,52.57733637255359
Life expectancy,African Region,Both,15-19 years,Years,2014,53.76228084380742,54.66135033451381,52.82223909694495
Life expectancy,African Region,Both,15-19 years,Years,2015,54.113165954603566,55.03344268135387,53.11735315458947
Life expectancy,African Region,Both,15-19 years,Years,2016,54.44111598246348,55.346120596212366,53.41778226034969
Life expectancy,African Region,Both,15-19 years,Years,2017,54.749966213257494,55.72736155874371,53.721520893437884
Life expectancy,African Region,Both,15-19 years,Years,2018,55.02294564632625,56.05156834183966,53.89093841416606
Life expectancy,African Region,Both,15-19 years,Years,2019,55.274825960311766,56.28895696563049,54.13496250925536
Life expectancy,African Region,Both,15-19 years,Years,2020,53.370310478567355,54.34502070515061,52.30297459986825
Life expectancy,African Region,Both,15-19 years,Years,2021,51.969506322604104,52.82554054054762,50.98385536241798
Life expectancy,African Region,Both,20-24 years,Years,2010,47.51190970219759,48.30853482518986,46.69059834911886
Life expectancy,African Region,Both,20-24 years,Years,2011,47.99671734709783,48.82695498286269,47.101432962231
Life expectancy,African Region,Both,20-24 years,Years,2012,48.47372360434598,49.28570264213044,47.58843598658448
Life expectancy,African Region,Both,20-24 years,Years,2013,48.89045293673503,49.68043952899329,48.0348915866627
Life expectancy,African Region,Both,20-24 years,Years,2014,49.192796488776764,50.078493594628874,48.28286035463895
Life expectancy,African Region,Both,20-24 years,Years,2015,49.52986560480042,50.42444731373599,48.56074565558613
Life expectancy,African Region,Both,20-24 years,Years,2016,49.84461761206071,50.722154947058996,48.862903981650966
Life expectancy,African Region,Both,20-24 years,Years,2017,50.1490091412223,51.09074500812532,49.160990975113606
Life expectancy,African Region,Both,20-24 years,Years,2018,50.41037311905723,51.4081568017308,49.31616169152218
Life expectancy,African Region,Both,20-24 years,Years,2019,50.65679220928019,51.646417931204624,49.56300351293031
Life expectancy,African Region,Both,20-24 years,Years,2020,48.74621480355339,49.70396282432888,47.708007456532556
Life expectancy,African Region,Both,20-24 years,Years,2021,47.34341105044733,48.18514244690579,46.384721666166136
Life expectancy,African Region,Both,25-29 years,Years,2010,43.07622684428984,43.846143230642014,42.27411742162484
Life expectancy,African Region,Both,25-29 years,Years,2011,43.54624742284982,44.336580090337655,42.68836061542193
Life expectancy,African Region,Both,25-29 years,Years,2012,44.00665872492679,44.78947560019088,43.1562557956106
Life expectancy,African Region,Both,25-29 years,Years,2013,44.41780302189988,45.17685779013645,43.58932459331442
Life expectancy,African Region,Both,25-29 years,Years,2014,44.71685937210662,45.565149699121285,43.851753924342276
Life expectancy,African Region,Both,25-29 years,Years,2015,45.04033591741208,45.90545792881009,44.108503733822026
Life expectancy,African Region,Both,25-29 years,Years,2016,45.34324090967364,46.18331946901233,44.404463285291804
Life expectancy,African Region,Both,25-29 years,Years,2017,45.64243074165968,46.54656115440032,44.68867122153272
Life expectancy,African Region,Both,25-29 years,Years,2018,45.89303622004409,46.85207007571322,44.84736263825199
Life expectancy,African Region,Both,25-29 years,Years,2019,46.13278886483015,47.077136412855914,45.09295771702578
Life expectancy,African Region,Both,25-29 years,Years,2020,44.2182708786147,45.1436394479976,43.21966825225032
Life expectancy,African Region,Both,25-29 years,Years,2021,42.81348842694432,43.61843328730097,41.88316740112933
Life expectancy,African Region,Both,30-34 years,Years,2010,38.81343735216077,39.54848895577752,38.06034736510775
Life expectancy,African Region,Both,30-34 years,Years,2011,39.246529613027505,40.000247358109846,38.437255543097535
Life expectancy,African Region,Both,30-34 years,Years,2012,39.668738728054414,40.42353286463416,38.84404754356317
Life expectancy,African Region,Both,30-34 years,Years,2013,40.049434273591395,40.78502385636292,39.24178189753614
Life expectancy,African Region,Both,30-34 years,Years,2014,40.32858668328824,41.12315983794825,39.486700061250474
Life expectancy,African Region,Both,30-34 years,Years,2015,40.63028587672427,41.465025024140274,39.7423358440351
Life expectancy,African Region,Both,30-34 years,Years,2016,40.91540761777493,41.749798362417074,40.01112738855902
Life expectancy,African Region,Both,30-34 years,Years,2017,41.199619615702375,42.078985984325485,40.292255540852125
Life expectancy,African Region,Both,30-34 years,Years,2018,41.43682384012852,42.35659559737282,40.41386514586912
Life expectancy,African Region,Both,30-34 years,Years,2019,41.66758558507105,42.562188972396754,40.6542484462616
Life expectancy,African Region,Both,30-34 years,Years,2020,39.75607337623639,40.6564825621086,38.78791658596197
Life expectancy,African Region,Both,30-34 years,Years,2021,38.355571921358965,39.15193066207717,37.46288021864914
Life expectancy,African Region,Both,35-39 years,Years,2010,34.74361345087756,35.428328271535804,34.031305615820365
Life expectancy,African Region,Both,35-39 years,Years,2011,35.12237316542208,35.83495802233985,34.36038205339622
